Output Order,Index Name,In Text Name,Category,Introduced in Version,Description,Numerator/equation,Denominator,Corpus/Database,Reference,Corpus/Database Reference,Mode-Genre,Raw/Lemma,Types of Words,Raw/Log,Tokens/Types
97,COCA_fiction_Frequency_AW,COCA Fiction Frequency AW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,All Words,Raw,Tokens
98,COCA_fiction_Range_Log_AW,COCA Fiction Range AW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,All Words,Log Transformed,Tokens
99,COCA_fiction_Frequency_Log_AW,COCA Fiction Frequency AW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,All Words,Log Transformed,Tokens
100,COCA_fiction_Range_CW,COCA Fiction Range CW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Content Words,Raw,Tokens
101,COCA_fiction_Frequency_CW,COCA Fiction Frequency CW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Content Words,Raw,Tokens
102,COCA_fiction_Range_Log_CW,COCA Fiction Range CW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Content Words,Log Transformed,Tokens
103,COCA_fiction_Frequency_Log_CW,COCA Fiction Frequency CW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Content Words,Log Transformed,Tokens
104,COCA_fiction_Range_FW,COCA Fiction Range FW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Function Words,Raw,Tokens
105,COCA_fiction_Frequency_FW,COCA Fiction Frequency FW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Function Words,Raw,Tokens
106,COCA_fiction_Range_Log_FW,COCA Fiction Range FW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Function Words,Log Transformed,Tokens
107,COCA_fiction_Frequency_Log_FW,COCA Fiction Frequency FW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Fiction,Raw,Function Words,Log Transformed,Tokens
108,COCA_magazine_Range_AW,COCA Magazine Range AW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,All Words,Raw,Tokens
109,COCA_magazine_Frequency_AW,COCA Magazine Frequency AW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,All Words,Raw,Tokens
110,COCA_magazine_Range_Log_AW,COCA Magazine Range AW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,All Words,Log Transformed,Tokens
111,COCA_magazine_Frequency_Log_AW,COCA Magazine Frequency AW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,All Words,Log Transformed,Tokens
112,COCA_magazine_Range_CW,COCA Magazine Range CW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Content Words,Raw,Tokens
113,COCA_magazine_Frequency_CW,COCA Magazine Frequency CW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Content Words,Raw,Tokens
114,COCA_magazine_Range_Log_CW,COCA Magazine Range CW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Content Words,Log Transformed,Tokens
115,COCA_magazine_Frequency_Log_CW,COCA Magazine Frequency CW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Content Words,Log Transformed,Tokens
116,COCA_magazine_Range_FW,COCA Magazine Range FW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Function Words,Raw,Tokens
117,COCA_magazine_Frequency_FW,COCA Magazine Frequency FW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Function Words,Raw,Tokens
118,COCA_magazine_Range_Log_FW,COCA Magazine Range FW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Function Words,Log Transformed,Tokens
119,COCA_magazine_Frequency_Log_FW,COCA Magazine Frequency FW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Magazine,Raw,Function Words,Log Transformed,Tokens
120,COCA_news_Range_AW,COCA News Range AW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
121,COCA_news_Frequency_AW,COCA News Frequency AW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
122,COCA_news_Range_Log_AW,COCA News Range AW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Log Transformed,Tokens
123,COCA_news_Frequency_Log_AW,COCA News Frequency AW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Log Transformed,Tokens
124,COCA_news_Range_CW,COCA News Range CW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Content Words,Raw,Tokens
125,COCA_news_Frequency_CW,COCA News Frequency CW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Content Words,Raw,Tokens
126,COCA_news_Range_Log_CW,COCA News Range CW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Content Words,Log Transformed,Tokens
127,COCA_news_Frequency_Log_CW,COCA News Frequency CW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Content Words,Log Transformed,Tokens
128,COCA_news_Range_FW,COCA News Range FW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Function Words,Raw,Tokens
129,COCA_news_Frequency_FW,COCA News Frequency FW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Function Words,Raw,Tokens
130,COCA_news_Range_Log_FW,COCA News Range FW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Function Words,Log Transformed,Tokens
131,COCA_news_Frequency_Log_FW,COCA News Frequency FW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,Function Words,Log Transformed,Tokens
132,COCA_spoken_Range_AW,COCA Spoken Range AW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
133,COCA_spoken_Frequency_AW,COCA Spoken Frequency AW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
134,COCA_spoken_Range_Log_AW,COCA Spoken Range AW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Log Transformed,Tokens
135,COCA_spoken_Frequency_Log_AW,COCA Spoken Frequency AW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Log Transformed,Tokens
136,COCA_spoken_Range_CW,COCA Spoken Range CW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Content Words,Raw,Tokens
137,COCA_spoken_Frequency_CW,COCA Spoken Frequency CW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Content Words,Raw,Tokens
138,COCA_spoken_Range_Log_CW,COCA Spoken Range CW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Content Words,Log Transformed,Tokens
139,COCA_spoken_Frequency_Log_CW,COCA Spoken Frequency CW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Content Words,Log Transformed,Tokens
140,COCA_spoken_Range_FW,COCA Spoken Range FW,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Function Words,Raw,Tokens
141,COCA_spoken_Frequency_FW,COCA Spoken Frequency FW,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Function Words,Raw,Tokens
142,COCA_spoken_Range_Log_FW,COCA Spoken Range FW Logarithm,Word Range,TAALES 2.0,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Function Words,Log Transformed,Tokens
143,COCA_spoken_Frequency_Log_FW,COCA Spoken Frequency FW Logarithm,Word Frequency,TAALES 2.0,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,Function Words,Log Transformed,Tokens
144,COCA_Academic_Bigram_Frequency,COCA Academic Bigram Frequency,Ngram Frequency,TAALES 2.0,Mean bigram frequency score,Sum of bigram frequency scores,number of bigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
145,COCA_Academic_Bigram_Range,COCA Academic Bigram Range,Ngram Range,TAALES 2.0,Mean bigram range score,Sum of range scores,number of bigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
146,COCA_Academic_Bigram_Frequency_Log,COCA Academic Bigram Frequency Logarithm,Ngram Frequency,TAALES 2.0,Mean bigram frequency score,Sum of bigram frequency scores,number of bigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Log Transformed,Tokens
147,COCA_Academic_Bigram_Range_Log,COCA Academic Bigram Range Logarithm,Ngram Range,TAALES 2.0,Mean bigram range score,Sum of range scores,number of bigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Log Transformed,Tokens
148,COCA_academic_bi_MI,COCA Academic Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.0,Mean Mutual Information Score,Sum of Mutual Information scores,number of bigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
149,COCA_academic_bi_MI2,COCA Academic Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.0,Mean Mutual Information Score (MI^2),Sum of MI^2 scores,number of bigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
150,COCA_academic_bi_T,COCA Academic Bigram Association Strength (T),Ngram Association Strength,TAALES 2.0,Mean T Association Strength Score,Sum of T scores,number of bigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
151,COCA_academic_bi_DP,COCA Academic Bigram Association Strength (DP),Ngram Association Strength,TAALES 2.0,Mean Delta P Association Score (left to right),Sum of Delta P scores,number of bigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
152,COCA_academic_bi_AC,COCA Academic Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.0,Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item),Sum of Collexeme scores,number of bigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Raw,All Words,Raw,Tokens
